# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	1727
#@/user_id	Windows
a 	啊	c=3 d=0.492072 t=1308
hua dong 	滑動	c=1 d=0.548812 t=1727
hua jian 	化簡	c=1 d=0.937067 t=1727
hua yu 	話語	c=1 d=1 t=1564
huan cun 	緩存	c=1 d=1 t=1686
huan jing 	環境	c=2 d=0.981369 t=1727
huan mo zhe 	唤魔者	c=1 d=1.9801e-08 t=1727
huan yuan 	還原	c=1 d=0.96079 t=1727
huang jin 	黃金	c=1 d=0.946485 t=1727
huang jin fen ge 	黃金分割	c=1 d=0.937067 t=1727
hui 	回	c=0 d=0.0557106 t=1727
hui 	會	c=5 d=1.27215 t=1727
hui diao 	毀掉	c=1 d=0.249075 t=1727
hui he 	會和	c=1 d=0.771052 t=1727
hui kai tou 	会开头	c=1 d=1.9801e-08 t=1727
hui pu 	惠普	c=1 d=1 t=1231
hui you 	會有	c=2 d=1.09976 t=1634
huo 	或	c=1 d=0.694197 t=1727
huo 	活	c=1 d=0.904837 t=1727
huo ban men 	活版门	c=1 d=1.9801e-08 t=1727
huo qu 	獲取	c=2 d=0.453423 t=1727
huo qu yuan su 	獲取元素	c=1 d=0.346456 t=1727
huo zhe 	或者	c=3 d=1.48702 t=1727
ji ben 	基本	c=3 d=1.07485 t=1727
ji ben bu quan 	基本補全	c=1 d=0.980199 t=1727
ji ben bu zu 	基本補足	c=1 d=0.99005 t=1727
ji ben zi fu 	基本字符	c=1 d=0.99005 t=1727
ji ci 	幾次	c=0 d=0.099005 t=1727
ji di da men 	基地大门	c=1 d=1.9801e-08 t=1727
ji ge 	及格	c=1 d=0.77436 t=1727
ji lin sheng gong an ting 	吉林省公安厅	c=1 d=1.9801e-08 t=1727
ji lu 	記錄	c=1 d=1 t=1626
ji shu 	奇數	c=0 d=0.099005 t=1727
ji shu shang 	技術上	c=0 d=0.0737123 t=1727
ji shu shang de 	技術上的	c=1 d=0.740818 t=1727
ji suan 	計算	c=2 d=1.69073 t=1480
ji xiao kao he 	績效考覈	c=1 d=1 t=1241
ji xu 	極序	c=1 d=0.985112 t=1727
jia 	加	c=3 d=1.03844 t=1727
jia fa 	加法	c=1 d=0.946485 t=1727
jia ge 	加個	c=1 d=1 t=1515
jia qi 	假期	c=0 d=0.0366044 t=1727
jia shu 	加數	c=1 d=0.697676 t=1727
jia su du 	加速度	c=1 d=0.559898 t=1727
jia zai 	加載	c=1 d=1 t=1684
jian 	減	c=1 d=1 t=1553
jian 	鍵	c=2 d=1.98511 t=1229
jian bao 	簡報	c=0 d=0.1 t=1236
jian bian 	漸變	c=5 d=0.414533 t=1727
jian ce 	檢測	c=1 d=0.551563 t=1727
jian cha 	檢查	c=1 d=1.05143 t=1588
jian cha yi xia 	檢查一下	c=1 d=1 t=1456
jian ge 	間隔	c=1 d=1 t=1253
jian hao 	減號	c=1 d=0.786628 t=1727
jian hua 	簡化	c=1 d=0.99005 t=1727
jian ji qi 	剪辑器	c=1 d=1.9801e-08 t=1727
jian jie 	簡介	c=0 d=0.0179066 t=1727
jian pan 	鍵盤	c=1 d=0.0850329 t=1727
jian pan ying she 	鍵盤映射	c=1 d=0.444858 t=1727
jian rong 	兼容	c=6 d=2.07754 t=1727
jian rong xing 	兼容性	c=1 d=0.737123 t=1727
jian ting 	監聽	c=1 d=0.103335 t=1727
jian xi 	間隙	c=1 d=1 t=1225
jiang 	將	c=1 d=0.472367 t=1727
jiang hua 	講話	c=0 d=0.1 t=1234
jiang hui 	將會	c=1 d=1 t=1602
jiang lei xing 	将类型	c=1 d=1.9801e-08 t=1727
jiao ben 	腳本	c=3 d=0.806541 t=1727
jiao jiang jing wu zhan 	椒江警务站	c=2 d=0.04573 t=1727
jiao zheng 	校正	c=1 d=0.293758 t=1727
jie 	解	c=0 d=0.199501 t=1281
jie duan 	階段	c=0 d=0.0980199 t=1727
jie duan yi 	階段一	c=1 d=0.985112 t=1727
jie fang cheng 	解方程	c=1 d=1 t=1282
jie fang cheng shi 	解方程式	c=1 d=1 t=1281
jie gou 	結構	c=1 d=0.765448 t=1727
jie gou 	解構	c=0 d=0.1 t=1293
jie gou fu zhi 	解構賦值	c=1 d=1 t=1294
jie gou ti 	結構體	c=1 d=1 t=1563
jie guo 	結果	c=1 d=1 t=1145
jie ji 	解集	c=1 d=0.965605 t=1727
jie pa de 	傑帕德	c=1 d=0.99005 t=1727
jie xi 	解析	c=0 d=0.1 t=1180
jie xi shi 	解析式	c=1 d=1 t=1181
jie xia lai 	接下來	c=0 d=0.0357007 t=1727
jie xia lai de 	接下來的	c=1 d=0.358796 t=1727
jin du 	進度	c=1 d=1 t=1209
jin ke neng 	儘可能	c=0 d=0.1 t=1118
jin ke neng de 	儘可能的	c=1 d=1 t=1119
jin tian shi 	今天是	c=1 d=0.882497 t=1727
jin zhan 	進展	c=0 d=0.097531 t=1727
jin zhan zen me yang le 	進展怎麼樣了	c=1 d=0.980199 t=1727
jin zhi 	禁止	c=1 d=1 t=1094
jing kuai 	經快	c=1 d=1 t=1091
jing ling ji hu 	精灵几乎	c=1 d=1.9801e-08 t=1727
jing que 	精確	c=0 d=0.0644036 t=1727
jing que shi 	精確式	c=1 d=0.647265 t=1727
jing yan 	經驗	c=1 d=0.900325 t=1727
jing yi jie 	静怡姐	c=23 d=3.48428 t=1727
jiu 	就	c=2 d=1.51929 t=1727
jiu di ban he qiang 	就地板和墙	c=1 d=1.9801e-08 t=1727
jiu kai shi 	就開始	c=0 d=0.0501576 t=1727
jiu shi 	就是	c=4 d=1.57052 t=1727
jiu zheng 	糾正	c=2 d=1.73438 t=1727
ju ti ke yi 	具体可以	c=1 d=1.9801e-08 t=1727
ju zhen 	矩陣	c=1 d=1 t=1203
ju zhong 	居中	c=2 d=2.00723 t=1649
jue de 	覺得	c=0 d=0.0554327 t=1727
jue qu ling 	绝区零	c=1 d=1.9801e-08 t=1727
ka fu ka 	卡夫卡	c=1 d=0.99005 t=1727
kai shi 	開始	c=3 d=0.846109 t=1727
kai tou 	開頭	c=3 d=2.98012 t=1084
kan dao 	看到	c=1 d=1 t=1455
kan kan 	看看	c=1 d=0.96079 t=1727
kan qi lai 	看起來	c=1 d=0.704688 t=1727
kan tu zai chang 	看屠宰场	c=1 d=1.9801e-08 t=1727
kan wan le 	看完了	c=1 d=0.995012 t=1727
kan yi xia 	看一下	c=0 d=0.1 t=1218
kao fan yi ruan jian 	靠翻译软件	c=1 d=1.9801e-08 t=1727
kao ji 	考績	c=1 d=0.198891 t=1727
ke 	課	c=1 d=0.66034 t=1727
ke fu 	克服	c=1 d=0.802519 t=1727
ke liu liang 	客流量	c=3 d=2.30108 t=1336
ke mu 	科目	c=1 d=1 t=1724
ke qing 	刻晴	c=1 d=1.9801e-08 t=1727
ke shi hua 	可視化	c=1 d=1 t=1692
ke yan 	可言	c=1 d=0.516852 t=1727
ke yi 	刻意	c=1 d=0.790571 t=1727
ke yi 	可以	c=4 d=1.90758 t=1727
ke yi ma 	可以嗎	c=1 d=1 t=1221
kong 	空	c=0 d=0.0449329 t=1727
kong bai 	空白	c=2 d=1.98511 t=1657
kong cao 	空槽	c=3 d=0.840778 t=1727
kong ge 	空格	c=1 d=1 t=1661
kong han shu 	空函數	c=1 d=0.451581 t=1727
kong jian 	空間	c=2 d=1.1412 t=1727
kong zhi 	控制	c=1 d=1 t=1727
kong zhi mian ban 	控制面板	c=2 d=1.86013 t=1727
kong zhi tai 	控制檯	c=2 d=0.538528 t=1727
kou hao 	口號	c=3 d=2.97516 t=1508
kou hao na li 	口号哪里	c=1 d=1.9801e-08 t=1727
kou hao shi yao 	口号是要	c=1 d=1.9801e-08 t=1727
ku zi 	褲子	c=1 d=1 t=1680
kua ping tai 	跨平臺	c=1 d=0.802519 t=1727
kua zhang a 	夸张啊	c=1 d=1.9801e-08 t=1727
kuai dian wo ba 	快点我把	c=1 d=1.9801e-08 t=1727
kuan gao 	寬高	c=1 d=0.287941 t=1727
kun nan 	困難	c=0 d=0.0722527 t=1727
kun qu 	崑曲	c=1 d=1 t=1557
kun ya 	昆雅	c=1 d=1.9801e-08 t=1727
kuo zhan 	擴展	c=2 d=0.800635 t=1727
kuo zhan lei 	擴展類	c=1 d=0.344728 t=1727
la gao 	拉高	c=1 d=1 t=1351
lai 	來	c=1 d=0.856415 t=1727
lai zhao ni 	來找你	c=1 d=0.408607 t=1727
lai zhe bian hou 	来这边后	c=1 d=1.9801e-08 t=1727
lan deng ma 	蓝灯吗	c=1 d=1.9801e-08 t=1727
lan mu 	欄目	c=1 d=1 t=1372
lao shu 	老鼠	c=0 d=0.0357007 t=1727
lao tian 	老天	c=1 d=0.402525 t=1727
lao zhan zai 	老站在	c=1 d=1.9801e-08 t=1727
le 	了	c=4 d=1.75873 t=1727
le ma 	了嗎	c=1 d=0.506617 t=1727
lei 	類	c=2 d=0.761057 t=1727
lei han shu 	类函数	c=1 d=1.9801e-08 t=1727
lei si 	類似	c=2 d=1.97045 t=1470
lei xing 	類型	c=2 d=1.99005 t=1715
leng he 	冷褐	c=1 d=1.9801e-08 t=1727
leng yue 	愣岳	c=1 d=1.9801e-08 t=1727
li fang gen 	立方根	c=6 d=1 t=1727
li ji 	立即	c=0 d=0.0331211 t=1727
li ji han shu 	立即函數	c=1 d=0.332871 t=1727
li ke jue ding ji a fu jian 	立刻决定急啊附件	c=1 d=1.9801e-08 t=1727
li lun 	理論	c=0 d=0.0321422 t=1727
li lun zui da 	理論最大	c=1 d=0.323033 t=1727
li ru 	例如	c=1 d=0.631284 t=1727
li run 	利潤	c=1 d=1.1 t=1688
li shi 	歷史	c=1 d=1 t=1727
li yu 	鯉魚	c=0 d=0.0937067 t=1727
lian shi 	鏈式	c=1 d=1 t=1296
lian wang 	聯網	c=1 d=0.209088 t=1727
lian xu 	連續	c=0 d=0.1 t=1294
lian xu bi jiao 	連續比較	c=1 d=1 t=1295
liang an yuan sheng ti bu zhu 	两岸猿声啼不住	c=1 d=1.9801e-08 t=1727
liang bei 	兩倍	c=1 d=1 t=1386
liang hao 	良好	c=1 d=0.909373 t=1727
liang jiao qi 	量角器	c=0 d=0.0965605 t=1727
liao 	了	c=1 d=0.460704 t=1727
liao liao 	聊聊	c=0 d=0.0465334 t=1727
lie che 	列車	c=1 d=1 t=1356
lie che ban ci 	列车班次	c=2 d=0.158025 t=1727
ling dao 	領導	c=0 d=0.199501 t=1234
ling dao jiang hua 	領導講話	c=1 d=1 t=1235
ling dao pi shi 	領導批示	c=1 d=1 t=1234
ling yi ge 	另一個	c=1 d=0.394554 t=1727
liu lan qi 	瀏覽器	c=6 d=2.02216 t=1727
lo ca 	咯嚓	c=1 d=0.0280154 t=1727
lu cheng 	路程	c=1 d=1 t=1511
lu jing 	路徑	c=1 d=1 t=1642
lu ming 	鹿鳴	c=0 d=0.0239309 t=1727
lu tian le 	露天了	c=1 d=1.9801e-08 t=1727
lu tian le ma 	露天了吗	c=1 d=1.9801e-08 t=1727
lun 	輪	c=1 d=0.748264 t=1727
lun bo tiao 	轮播条	c=1 d=1.9801e-08 t=1727
luo ji 	邏輯	c=2 d=0.533032 t=1727
luo ji jie gou 	邏輯結構	c=1 d=0.537945 t=1727
luo yan 	落雁	c=1 d=1 t=1298
ma 	嗎	c=6 d=1.09373 t=1727
ma 	嘛	c=2 d=1.45943 t=1727
ma ying gui 	馬應歸	c=1 d=1 t=1114
mai piao 	買票	c=1 d=0.331211 t=1727
man yan ma 	蔓延吗	c=1 d=1.9801e-08 t=1727
man you yi si 	蠻有意思	c=0 d=0.099005 t=1727
mao 	貓	c=0 d=0.0357007 t=1727
mao he lao shu 	貓和老鼠	c=3 d=1.64251 t=1727
mao xian 	冒險	c=2 d=1.06217 t=1727
mao xian ma 	冒險嘛	c=1 d=0.878095 t=1727
mao xian mo shi 	冒險模式	c=1 d=0.970446 t=1727
mei fa 	沒法	c=1 d=0.302704 t=1727
mei lai 	沒來	c=0 d=0.0923117 t=1727
mei ri dong tai 	每日动态	c=2 d=0.0858632 t=1727
mei sha 	沒啥	c=1 d=0.43171 t=1727
mei wan 	沒玩	c=0 d=0.099005 t=1727
mei you 	沒有	c=2 d=0.59083 t=1727
mei you fang xiang jiu 	沒有方向就	c=1 d=0.511708 t=1727
mei you shen du 	沒有深度	c=1 d=0.514273 t=1727
mei zhao dao fang fa 	没找到方法	c=1 d=1.9801e-08 t=1727
men 	們	c=1 d=1 t=1153
meng gong chang 	夢工廠	c=1 d=0.67032 t=1727
mi ma 	密碼	c=1 d=0.805544 t=1727
mi ma bu neng xiao yu 	密碼不能小於	c=2 d=1.77833 t=1727
mi ma ge shi zheng que 	密碼格式正確	c=1 d=0.904837 t=1727
mian dui 	面對	c=1 d=0.860708 t=1727
mian ji 	面積	c=1 d=0.726149 t=1727
mian liang 	面两	c=1 d=1.9801e-08 t=1727
miao bian 	描邊	c=1 d=1 t=1397
miao shu 	描述	c=1 d=1 t=1273
min jiang 	敏江	c=2 d=1.89137 t=1126
ming 	朙	c=1 d=0.96079 t=1727
ming ming 	名命	c=1 d=1.9801e-08 t=1727
ming ming 	命名	c=1 d=1.18461 t=1573
ming ming chong tu 	命名衝突	c=1 d=1 t=1574
ming ming kong jian 	命名空間	c=1 d=1 t=1573
ming yue 	朙月	c=1 d=0.927743 t=1727
mo 	墨	c=0 d=0.0860708 t=1727
mo 	莫	c=0 d=0.0546075 t=1727
mo ban 	模板	c=1 d=0.31897 t=1727
mo ban yin yong 	模板引用	c=2 d=0.655839 t=1727
mo chang 	模長	c=1 d=1 t=1283
mo kuai 	模塊	c=1 d=0.980199 t=1727
mo ming qi miao 	莫名其妙	c=1 d=1 t=1637
mo ren 	默認	c=1 d=0.909373 t=1727
mo rui ya 	莫瑞亚	c=1 d=1.9801e-08 t=1727
mo shi 	模式	c=1 d=0.742427 t=1727
mu 	慕	c=1 d=0.657047 t=1727
mu 	模	c=1 d=1 t=1286
mu ban 	模板	c=1 d=0.856415 t=1727
mu gui ying 	穆桂英	c=1 d=1 t=1078
mu ke 	慕課	c=1 d=0.860708 t=1727
mu lu 	目錄	c=1 d=0.546074 t=1727
na 	哪	c=1 d=1 t=1151
na 	那	c=0 d=0.0711771 t=1727
na bang 	那幫	c=0 d=0.0932394 t=1727
na bang wo 	那幫我	c=1 d=0.937067 t=1727
na ge 	哪個	c=0 d=0.1 t=1161
na ge 	那個	c=2 d=1.23273 t=1482
na ge tiao 	那個條	c=1 d=1 t=1321
na me gao 	那麼高	c=1 d=0.34265 t=1727
na wo zhi hou 	那我之后	c=1 d=1.9801e-08 t=1727
na yang de hua 	那樣的話	c=0 d=0.0718924 t=1727
na ye jiu shi shuo 	那也就是說	c=1 d=0.715338 t=1727
na ying gai 	那應該	c=1 d=1 t=1146
nai li 	耐力	c=1 d=1 t=1722
nan 	男	c=1 d=0.690734 t=1727
nan dao 	難道	c=0 d=0.0631283 t=1727
nan dao chu fang 	难道厨房	c=1 d=1.9801e-08 t=1727
nan dao yao 	難道要	c=1 d=0.634448 t=1727
nao zhong 	鬧鐘	c=1 d=1 t=1727
ne 	呢	c=5 d=1.39504 t=1727
nei bu lian jie 	内部链接	c=1 d=1.9801e-08 t=1727
nei cun 	內存	c=1 d=1 t=1727
nei cun fen pei 	内存分配	c=1 d=1.9801e-08 t=1727
nei cun ye 	内存页	c=1 d=1.9801e-08 t=1727
nei rong 	內容	c=1 d=0.379083 t=1727
neng 	能	c=2 d=0.935471 t=1727
neng bei 	能被	c=1 d=0.985112 t=1727
neng she zhi zi ti 	能設置字體	c=1 d=0.238115 t=1727
neng tiao ma 	能调吗	c=1 d=1.9801e-08 t=1727
neng zuo dao ne 	能做到呢	c=1 d=1.9801e-08 t=1727
ng hng 	嗯哼	c=1 d=0.918512 t=1727
ni 	你	c=1 d=0.351691 t=1727
ni cai 	你猜	c=0 d=0.0826959 t=1727
ni cai de shu zi 	你猜的數字	c=1 d=0.831104 t=1727
ni de 	你的	c=0 d=0.0737123 t=1727
ni de chu sheng 	你的出生	c=1 d=0.740818 t=1727
ni hai 	你還	c=1 d=1 t=1136
ni hao 	你好	c=1 d=0.918512 t=1727
ni jin tian 	你今天	c=0 d=0.0923117 t=1727
ni jin tian mei lai a 	你今天沒來啊	c=1 d=0.927743 t=1727
ni jue de 	你覺得	c=1 d=0.647265 t=1727
ni kan yi xia 	你看一下	c=1 d=1 t=1219
ni men 	你們	c=1 d=0.628135 t=1727
ni men gong zuo 	你们工作	c=1 d=1.9801e-08 t=1727
ni men zhi ye 	你们职业	c=1 d=1.9801e-08 t=1727
ni neng 	你能	c=3 d=2.8034 t=1454
ni neng bang wo 	你能幫我	c=1 d=1 t=1434
ni shi 	溺尸	c=1 d=1.9801e-08 t=1727
ni xiang 	你想	c=0 d=0.0806541 t=1727
ni xiang shu ru 	你想輸入	c=1 d=0.810584 t=1727
nian 	年	c=2 d=1.34762 t=1727
nian fen 	年份	c=1 d=0.744532 t=1727
nin 	您	c=0 d=0.195615 t=1727
nin ben ci 	您本次	c=1 d=0.786628 t=1727
nin de 	您的	c=3 d=2.66363 t=1727
nin de cheng ji 	您的成績	c=2 d=1.6581 t=1727
nin hai 	您還	c=0 d=0.0895834 t=1727
nin hai ke yi 	您還可以	c=1 d=0.900325 t=1727
nin shi yong de 	您使用的	c=1 d=0.625002 t=1727
nin shu ru de 	您輸入的	c=1 d=0.913931 t=1727
nin yi 	您已	c=0 d=0.0909373 t=1727
nin yi chao chu 	您已超出	c=1 d=0.913931 t=1727
ning ling hun 	宁灵魂	c=1 d=1.9801e-08 t=1727
ning xia hui zu 	宁夏回族	c=1 d=1.9801e-08 t=1727
nong huo er 	农活儿	c=1 d=1.9801e-08 t=1727
nuo ai er 	诺埃尔	c=1 d=1.9801e-08 t=1727
nv 	女	c=2 d=1.52878 t=1727
nv pu 	女僕	c=1 d=0.985111 t=1727
o 	哦	c=2 d=0.932394 t=1727
ou bu shi 	偶不是	c=1 d=1.9801e-08 t=1727
ou shu 	偶數	c=1 d=0.148263 t=1727
pa e zhi 	怕恶之	c=1 d=1.9801e-08 t=1727
pa ei se 	怕欸色	c=1 d=1.9801e-08 t=1727
pai ban 	排班	c=1 d=1 t=1357
pai ming 	排名	c=1 d=1 t=1401
pai qi lai 	排起來	c=1 d=1 t=1157
pan duan 	判斷	c=1 d=0.67032 t=1727
pao ma deng 	跑馬燈	c=1 d=1 t=1130
pei se 	配色	c=3 d=1.17961 t=1727
pei se fang an 	配色方案	c=1 d=0.600496 t=1727
pei zhi 	配置	c=4 d=2.05646 t=1727
pei zhi wen jian 	配置文件	c=1 d=0.532592 t=1727
pi liang 	批量	c=1 d=1 t=1419
pi pei 	匹配	c=4 d=1.74834 t=1727
pi pei dao 	匹配到	c=1 d=1 t=1608
pi pian gao 	皮偏高	c=1 d=1.9801e-08 t=1727
pi shi 	批示	c=0 d=0.1 t=1233
pin pai xing xiang 	品牌形象	c=0 d=0.0960789 t=1727
pin pai xing xiang xin xiong xia ai a 	品牌形象心胸狹隘啊	c=1 d=0.965605 t=1727
pin yin 	拼音	c=2 d=1.90284 t=1727
ping 	屏	c=1 d=0.56836 t=1727
ping fang 	平方	c=1 d=0.97531 t=1727
ping fang gen 	平方根	c=3 d=2.84096 t=1727
ping jun 	平均	c=1 d=0.927743 t=1727
ping mu 	屏幕	c=0 d=0.0965605 t=1727
ping mu liang jiao qi 	屏幕量角器	c=1 d=0.970446 t=1727
ping tai 	平臺	c=1 d=0.600499 t=1727
qi 	七	c=0 d=0.099005 t=1727
qi 	器	c=1 d=0.72536 t=1727
qi cai jie 	亓才孑	c=1 d=0.913931 t=1727
qi ming qi bu lai le 	起名起不来了	c=1 d=1.9801e-08 t=1727
qi shi 	其實	c=1 d=1 t=1705
qi sui 	七歲	c=0 d=0.0918512 t=1727
qi ta de 	其他的	c=1 d=0.83527 t=1727
qi zhong 	其中	c=0 d=0.0644036 t=1727
qi zhong yi ge 	其中一個	c=1 d=1 t=1616
qian cheng 	前程	c=0 d=0.0546075 t=1727
qian chuang ge 	前窗格	c=1 d=1.9801e-08 t=1727
qian he 	浅褐	c=1 d=1.9801e-08 t=1727
qian li jiang ling yi ri huan 	千里江陵一日还	c=1 d=1.9801e-08 t=1727
qian xi nian 	千禧年	c=1 d=0.778801 t=1727
qiang zhi 	強制	c=1 d=0.285076 t=1727
qiang zhi shua xin 	强制刷新	c=1 d=1.9801e-08 t=1727
qie ge 	切割	c=2 d=1.99005 t=1268
qie huan 	切換	c=1 d=0.416966 t=1727
qie huan jian pan 	切换键盘	c=1 d=1.9801e-08 t=1727
qie huan shu ru fa 	切換輸入法	c=1 d=0.0275983 t=1727
qin shi ming yue han shi guan 	秦时明月汉时关	c=1 d=1.9801e-08 t=1727
qing 	請	c=0 d=0.1 t=1431
qing chu 	清楚	c=0 d=0.0404542 t=1727
qing kuang 	情況	c=1 d=1 t=1453
qing shu ru 	請輸入	c=18 d=9.19684 t=1727
qing shu ru guan jian ci 	請輸入關鍵詞	c=1 d=0.199888 t=1727
qing shu ru guan jian ci sou suo 	请输入关键词搜索	c=1 d=1.9801e-08 t=1727
qing shu ru shu zi 	請輸入數字	c=1 d=0.99005 t=1727
qing wen 	請問	c=0 d=0.0744532 t=1727
qing wen shi shen me 	請問是什麼	c=1 d=0.748264 t=1727
qing zai ci chu 	请在此处	c=1 d=1.9801e-08 t=1727
qing zhi zhong xin 	情指中心	c=2 d=0.0450492 t=1727
qing zi wo jie shao 	請自我介紹	c=1 d=1 t=1432
qing zuo zi wo jie shao 	请作自我介绍	c=1 d=1.9801e-08 t=1727
qiu 	求	c=1 d=0.995012 t=1727
qu 	區	c=1 d=0.985111 t=1727
qu mo 	祛魔	c=1 d=1.9801e-08 t=1727
qu shou le 	去收了	c=1 d=1.9801e-08 t=1727
qu xian 	曲線	c=2 d=0.579842 t=1727
qu yu 	區域	c=2 d=0.473099 t=1727
quan 	圈	c=1 d=0.729789 t=1727
quan bu 	全部	c=1 d=0.373524 t=1727
quan bu zi fu 	全部字符	c=1 d=0.99005 t=1727
quan guo gong an dao hang 	全国公安导航	c=1 d=1.9801e-08 t=1727
quan rong le 	全融了	c=1 d=1.9801e-08 t=1727
quan sheng gong an dao hang 	全省公安导航	c=1 d=1.9801e-08 t=1727
ran dou 	燃豆	c=1 d=1.9801e-08 t=1727
ran hou 	然後	c=3 d=1.60558 t=1727
ran hou wo 	然後我	c=1 d=0.336217 t=1727
rang ta 	讓它	c=0 d=0.0748264 t=1727
rang tu xiang 	让图像	c=1 d=1.9801e-08 t=1727
re jian 	熱鍵	c=1 d=0.191092 t=1727
ren 	人	c=1 d=1 t=1543
ren ci 	人次	c=2 d=1.95123 t=1337
ren wu 	任務	c=2 d=0.995012 t=1727
ren wu lan 	任務欄	c=2 d=0.587987 t=1727
ren yi 	任意	c=1 d=0.806541 t=1727
ri 	日	c=2 d=0.895834 t=1727
ri li 	日曆	c=1 d=0.748264 t=1727
ri qi 	日期	c=1 d=1 t=1335
rong liang 	容量	c=1 d=1 t=1569
ru guo 	如果	c=3 d=0.640824 t=1727
ru guo yuan su 	如果元素	c=1 d=0.222017 t=1727
ruan jian xia zai 	軟件下載	c=1 d=0.185444 t=1727
run 	閏	c=1 d=0.774916 t=1727
run nian 	閏年	c=1 d=0.755784 t=1727
sai er 	塞爾	c=0 d=0.0574072 t=1727
san ci 	三次	c=1 d=1.01312 t=1727
san ci fang 	三次方	c=1 d=1 t=1619
san guo yan yi 	三國演義	c=1 d=0.755784 t=1727
san jiao 	三角	c=1 d=0.970446 t=1727
san jiao biao shi 	三角表示	c=1 d=1 t=1097
san jiao xing 	三角形	c=1 d=0.78904 t=1727
san jiao xing de 	三角形的	c=1 d=0.704688 t=1727
san yue 	三月	c=0 d=0.099005 t=1727
san yue qi 	三月七	c=1 d=0.99005 t=1727
shan 	衫	c=1 d=1 t=1679
shan chu 	刪除	c=1 d=0.718924 t=1727
shan chu qu 	闪出去	c=1 d=1.9801e-08 t=1727
shang 	上	c=1 d=0.294622 t=1727
shang ce shi 	上測試	c=1 d=0.647265 t=1727
shang ji wen jian 	上级文件	c=2 d=0.0871609 t=1727
shang mian 	上面	c=1 d=1 t=1514
shang mian yi ceng 	上面一层	c=1 d=1.9801e-08 t=1727
shang ping 	上屏	c=1 d=0.19398 t=1727
shang ren mai 	商人买	c=1 d=1.9801e-08 t=1727
shang xia 	上下	c=1 d=1 t=1638
shang yi ge 	上一個	c=1 d=0.752014 t=1727
shang yue ke liu liang 	上月客流量	c=2 d=0.092089 t=1727
shao le 	少了	c=0 d=0.1 t=1695
shao le ge 	少了個	c=1 d=1 t=1696
she 	射	c=0 d=0.1 t=1226
she ding 	設定	c=0 d=0.060653 t=1727
she ding hao de 	設定好的	c=1 d=0.609571 t=1727
she ji 	設計	c=1 d=0.798516 t=1727
she shi 	設施	c=0 d=0.038868 t=1727
she zhi 	設置	c=8 d=1.90099 t=1727
she zhi biao qian 	设置标签	c=1 d=1.9801e-08 t=1727
shen du 	深度	c=0 d=0.0511708 t=1727
shen gao 	身高	c=1 d=0.704688 t=1727
sheng chan jian she 	生产建设	c=1 d=1.9801e-08 t=1727
sheng cheng 	生成	c=5 d=0.759572 t=1727
sheng lve 	省略	c=0 d=0.1 t=1086
sheng lve hao 	省略號	c=1 d=0.343009 t=1727
sheng ming 	聲明	c=4 d=3.53403 t=1718
sheng tai 	生態	c=3 d=1.65341 t=1727
sheng tai xi tong 	生態系統	c=1 d=0.591556 t=1727
sheng yu 	剩餘	c=4 d=2.39222 t=1727
shi 	事	c=0 d=0.0546075 t=1727
shi 	使	c=1 d=1 t=1644
shi 	室	c=0 d=0.1 t=1108
shi 	式	c=0 d=0.0644036 t=1727
shi 	是	c=13 d=3.54747 t=1727
shi 	時	c=1 d=0.995012 t=1727
shi 	釋	c=1 d=1 t=1663
shi bie 	識別	c=0 d=0.1 t=1223
shi bie liu lan qi 	識別瀏覽器	c=1 d=1 t=1224
shi ge zhong 	是各种	c=1 d=1.9801e-08 t=1727
shi ge zhong 	诗歌中	c=1 d=1.9801e-08 t=1727
shi gen 	實根	c=1 d=1 t=1617
shi guo 	試過	c=0 d=0.099005 t=1727
shi guo ji ci 	試過幾次	c=1 d=0.99005 t=1727
shi hou 	時候	c=1 d=1 t=1444
shi hui fu 	是回复	c=1 d=1.9801e-08 t=1727
shi ji shu 	是奇數	c=1 d=0.995012 t=1727
shi jian 	事件	c=4 d=1.44761 t=1727
shi jian 	時間	c=2 d=0.861365 t=1727
shi jian jian ting 	時間監聽	c=1 d=0.40657 t=1727
shi jie bing bu shi na me de 	世界并不是那么的	c=1 d=1.9801e-08 t=1727
shi ju 	市局	c=0 d=0.0179964 t=1727
shi ju kao ji 	市局考绩	c=1 d=1.9801e-08 t=1727
shi ju shou ye 	市局首頁	c=1 d=0.180866 t=1727
shi ju zhu ye 	市局主页	c=1 d=1.9801e-08 t=1727
shi liu se 	十六色	c=1 d=1.9801e-08 t=1727
shi ma 	是嗎	c=1 d=1 t=1708
shi na ge ma 	是那个吗	c=1 d=1.9801e-08 t=1727
shi nian 	時年	c=0 d=0.0918512 t=1727
shi nian qi sui 	時年七歲	c=1 d=0.923117 t=1727
shi ou shu 	是偶數	c=1 d=1 t=1727
shi shen me 	是什麼	c=1 d=0.830236 t=1727
shi shi 	試試	c=3 d=0.935853 t=1727
shi shi kan ba 	試試看吧	c=1 d=0.980199 t=1727
shi shi shi shi shi 	施氏食狮史	c=1 d=1.9801e-08 t=1727
shi shu 	實數	c=1 d=0.0955997 t=1727
shi shu gen 	實數根	c=2 d=0.960789 t=1727
shi shu ji 	實數集	c=1 d=0.722527 t=1727
shi ti dian 	實體店	c=1 d=1 t=1664
