# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	1727
#@/user_id	Windows
a 	啊	c=3 d=0.492072 t=1308
shi tu 	視圖	c=2 d=0.505686 t=1727
shi tu 	試圖	c=1 d=0.687289 t=1727
shi wan quan bu tong de 	是完全不同的	c=1 d=0.54064 t=1727
shi xian 	實現	c=4 d=1.17028 t=1727
shi yan 	實驗	c=1 d=0.618783 t=1727
shi yan 	試驗	c=1 d=0.621885 t=1727
shi yong 	使用	c=2 d=0.545185 t=1727
shi zhang fa bu 	市长发布	c=1 d=1.9801e-08 t=1727
shi zhang ma 	市长吗	c=1 d=1.9801e-08 t=1727
shi zhong 	時鐘	c=1 d=0.362403 t=1727
shi zuo 	視作	c=1 d=0.477114 t=1727
shou dong geng xin 	手动更新	c=1 d=1.9801e-08 t=1727
shou ji 	手機	c=2 d=1.35799 t=1727
shou qi 	收起	c=2 d=1.9802 t=1346
shou shen 	瘦身	c=1 d=1 t=1727
shou xie ti 	手寫體	c=1 d=0.904837 t=1727
shou yao 	首要	c=0 d=0.0625003 t=1727
shou yao wen ti shi 	首要問題是	c=1 d=0.628135 t=1727
shou ye 	首頁	c=1 d=0.197062 t=1727
shu 	數	c=1 d=0.683861 t=1727
shu 	樹	c=1 d=1 t=1674
shu biao 	鼠標	c=2 d=1.09193 t=1727
shu biao gun lun 	鼠標滾輪	c=2 d=0.765081 t=1727
shu biao you jian 	鼠標右鍵	c=1 d=0.423162 t=1727
shu chu 	輸出	c=1 d=0.685605 t=1727
shu ju liang ma 	数据量吗	c=1 d=1.9801e-08 t=1727
shu liang 	數量	c=2 d=1.99005 t=1526
shu lie 	數列	c=1 d=1 t=1291
shu ming sou suo 	署名搜索	c=1 d=1.9801e-08 t=1727
shu ru 	輸入	c=2 d=1.74011 t=1727
shu ru de 	輸入的	c=2 d=1.47805 t=1727
shu ru de shu zi 	輸入的數字	c=1 d=0.955997 t=1727
shu ru fa 	輸入法	c=1 d=0.941764 t=1727
shu ru kuang 	輸入框	c=1 d=0.937067 t=1727
shu xing 	屬性	c=1 d=1 t=1272
shu xue 	數學	c=1 d=0.955997 t=1727
shu xue fu hao 	數學符號	c=1 d=1 t=1077
shu yu 	屬於	c=0 d=0.0474734 t=1727
shu yu shi 	屬於是	c=1 d=0.477114 t=1727
shu zhi 	數值	c=1 d=0.522046 t=1727
shu zhong 	數中	c=0 d=0.0798516 t=1727
shu zi 	數字	c=4 d=2.10618 t=1727
shu zu 	數組	c=1 d=0.506782 t=1727
shua xin ma 	刷新吗	c=1 d=1.9801e-08 t=1727
shua zi yuan 	刷资源	c=1 d=1.9801e-08 t=1727
shuang he 	雙核	c=1 d=0.227638 t=1727
shui geng xin 	谁更新	c=1 d=1.9801e-08 t=1727
shui hu zhuan 	水滸傳	c=1 d=0.767206 t=1727
shui ping 	水平	c=0 d=0.1 t=1092
shui ping chui zhi 	水平垂直	c=1 d=1.9801e-08 t=1727
shui ping ju zhong 	水平居中	c=1 d=1 t=1093
shun chang 	順暢	c=0 d=0.0860708 t=1727
shun xu 	順序	c=1 d=1 t=1156
shuo 	說	c=0 d=0.1 t=1692
shuo zhong wen 	說中文	c=1 d=1 t=1693
si bei 	四倍	c=1 d=1 t=1622
si fan 	思凡	c=2 d=1.99501 t=1556
si hu 	似乎	c=1 d=0.733447 t=1727
si mu lin ken 	私募林肯	c=1 d=1.9801e-08 t=1727
si you 	私有	c=0 d=0.1 t=1210
si you cheng yuan 	私有成員	c=1 d=1 t=1211
si yuan 	思源	c=1 d=0.554327 t=1727
sou suo 	搜索	c=2 d=0.483129 t=1727
sou suo tiao 	搜索条	c=1 d=1.9801e-08 t=1727
suan 	算	c=1 d=0.740819 t=1727
suan chu lai 	算出來	c=1 d=1 t=1476
suan fa 	算法	c=1 d=1 t=1441
suan shu 	算數	c=2 d=1.99501 t=1101
sui ji 	隨機	c=1 d=0.755783 t=1727
suo chang song 	所唱诵	c=1 d=1.9801e-08 t=1727
suo fang 	縮放	c=2 d=1.76721 t=1352
suo jin 	縮進	c=6 d=4.67011 t=1658
suo li lue tu 	所里略图	c=1 d=1.9801e-08 t=1727
suo yi 	所以	c=3 d=1.1553 t=1727
suo yi wo jue de 	所以我覺得	c=1 d=0.465334 t=1727
suo yi yao xian 	所以要先	c=1 d=0.509157 t=1727
suo you de 	所有的	c=1 d=0.50409 t=1727
ta 	它	c=3 d=1.5987 t=1727
ta hai you 	它還有	c=1 d=1 t=1396
ta hao xiang 	它好像	c=1 d=1 t=1142
ta men 	它們	c=3 d=1.7838 t=1727
ta shan zhi shi 	他山之石	c=1 d=1 t=1247
ta shang lv tu 	踏上旅途	c=1 d=1.9801e-08 t=1727
ta shuo hou tai 	他说后台	c=1 d=1.9801e-08 t=1727
tai 	態	c=1 d=0.923116 t=1727
tai zhou 	台州	c=1 d=0.97531 t=1727
tai zhou huo che zhan 	台州火车站	c=2 d=0.165299 t=1727
tai zhou shi 	台州市	c=1 d=0.186374 t=1727
tan gang qin 	彈鋼琴	c=1 d=0.355226 t=1727
tan suo 	探索	c=2 d=0.907415 t=1727
tan suo shi 	探索是	c=1 d=0.571209 t=1727
tan xian 	探險	c=1 d=0.597501 t=1727
tan xing bu ju 	弹性布局	c=1 d=1.9801e-08 t=1727
tang mu 	湯姆	c=1 d=0.353455 t=1727
tao lun 	討論	c=1 d=0.410656 t=1727
tao lun bei 	讨论呗	c=1 d=1.9801e-08 t=1727
teng ge wa 	腾格瓦	c=1 d=1.9801e-08 t=1727
ti jiao 	提交	c=1 d=0.761222 t=1727
ti qu 	提取	c=1 d=0.313486 t=1727
ti wa te 	提瓦特	c=1 d=1.9801e-08 t=1727
ti zhong 	體重	c=2 d=1.42356 t=1727
tian 	天	c=1 d=0.965606 t=1727
tian chong 	填充	c=1 d=1 t=1650
tian hui qu 	填回去	c=1 d=1.9801e-08 t=1727
tian jia 	添加	c=3 d=0.684411 t=1727
tian kong 	天空	c=0 d=0.1 t=1078
tian kong zhi cheng 	天空之城	c=1 d=1 t=1079
tian qi 	天氣	c=1 d=0.869358 t=1727
tian qi lai ma 	填起来吗	c=1 d=1.9801e-08 t=1727
tian wen 	天文	c=1 d=0.839457 t=1727
tian zai 	天災	c=1 d=0.697676 t=1727
tiao 	條	c=2 d=1.44257 t=1405
tiao cha yan jiu 	调差研究	c=1 d=1.9801e-08 t=1727
tiao guo 	跳過	c=1 d=0.375311 t=1727
tiao qi lai 	调起来	c=1 d=1.9801e-08 t=1727
tiao tuo yi dian 	跳脱一点	c=1 d=1.9801e-08 t=1727
tiao zheng 	調整	c=2 d=0.668619 t=1727
tiao zhuan 	跳轉	c=2 d=1.16556 t=1727
tong bu 	同步	c=1 d=0.99005 t=1727
tong guo 	通過	c=1 d=1 t=1611
tong ji 	統計	c=2 d=1.65705 t=1333
tong xun lu 	通訊錄	c=1 d=0.182684 t=1727
tong zhi 	通知	c=0 d=0.1 t=1232
tong zhi gong gao 	通知公告	c=1 d=1 t=1233
tou ming 	透明	c=2 d=0.349938 t=1727
tou ming du 	透明度	c=1 d=0.265803 t=1727
tu pian 	圖片	c=3 d=0.521413 t=1727
tu pian xin wen 	圖片新聞	c=1 d=1 t=1080
tu xing jia su 	图形加速	c=1 d=1.9801e-08 t=1727
tuan jian gong zuo 	团建工作	c=2 d=0.0898153 t=1727
tui chu 	退出	c=3 d=2.34813 t=1727
tui guang 	推廣	c=1 d=1 t=1197
tui jian 	推薦	c=0 d=0.0231078 t=1727
tui jian pei zhi 	推薦配置	c=1 d=0.232236 t=1727
tuo feng 	駝峯	c=1 d=0.351692 t=1727
wa chuan 	挖穿	c=1 d=1.9801e-08 t=1727
wa cuo le 	挖错了	c=1 d=1.9801e-08 t=1727
wa di ban 	挖地版	c=1 d=1.9801e-08 t=1727
wa zi 	襪子	c=1 d=1 t=1682
wai 	外	c=0 d=0.0390628 t=1727
wai mian hui 	外面会	c=1 d=1.9801e-08 t=1727
wai yu 	外語	c=1 d=1 t=1726
wan jia 	玩家	c=2 d=1.81405 t=1727
wan jia de 	玩家的	c=1 d=0.726149 t=1727
wan jia neng 	玩家能	c=1 d=0.794534 t=1727
wan li chang zheng ren wei huan 	万里长征人未还	c=1 d=1.9801e-08 t=1727
wan quan 	完全	c=1 d=1 t=1530
wan quan bu tong 	完全不同	c=0 d=0.0537945 t=1727
wan shan 	完善	c=2 d=0.921106 t=1727
wang 	往	c=2 d=1.98511 t=1366
wang 	網	c=2 d=1.42492 t=1727
wang cheng nan zhan fang xiang 	王成南站方向	c=1 d=1.9801e-08 t=1727
wang na ge fang xiang gai ne 	往那个方向改呢	c=1 d=1.9801e-08 t=1727
wang ye 	網頁	c=1 d=0.546074 t=1727
wei 	位	c=2 d=1.73906 t=1727
wei 	僞	c=0 d=0.0941765 t=1727
wei 	未	c=1 d=1 t=1459
wei 	爲	c=3 d=1.33677 t=1727
wei da 	韋達	c=0 d=0.0847894 t=1727
wei da ding li 	韋達定理	c=2 d=0.852144 t=1727
wei han shu 	僞函數	c=1 d=0.946485 t=1727
wei kong 	爲空	c=2 d=0.97531 t=1727
wei lei 	僞類	c=2 d=0.279431 t=1727
wei ruan 	微軟	c=0 d=0.1 t=1393
wei ruan ya hei 	微軟雅黑	c=1 d=1 t=1394
wei shen me 	爲什麼	c=1 d=0.752014 t=1727
wei shu 	位數	c=2 d=1.78724 t=1727
wei xin 	微信	c=1 d=1 t=1102
wei xing 	衛星	c=1 d=0.831104 t=1727
wei yuan su 	僞元素	c=1 d=0.278037 t=1727
wei zhi 	位置	c=1 d=0.29523 t=1727
wei zhi chi 	爲支持	c=1 d=1 t=1458
wei zhi de 	未知的	c=1 d=0.865022 t=1727
wei zhu 	爲主	c=0 d=0.0386741 t=1727
wei zhun 	爲準	c=1 d=1 t=1149
wen 	問	c=0 d=0.0546075 t=1727
wen ben 	文本	c=1 d=1 t=1504
wen dang 	文檔	c=2 d=0.913931 t=1727
wen dang mo shi 	文檔模式	c=1 d=0.228779 t=1727
wen jian 	文件	c=4 d=1.5116 t=1727
wen jian jia 	文件夾	c=1 d=0.878095 t=1727
wen ming 	文明	c=1 d=0.941764 t=1727
wen ti 	問題	c=2 d=0.744532 t=1727
wen ti lai de 	问题来的	c=1 d=1.9801e-08 t=1727
wen ti shi 	問題是	c=0 d=0.0625003 t=1727
wen zhang 	文章	c=1 d=1 t=1082
wen zi 	文字	c=2 d=1.30198 t=1535
wen zi gun dong 	文字滚动	c=1 d=1.9801e-08 t=1727
wen zi jian bian 	文字漸變	c=2 d=1.90937 t=1325
wen zi ju zhong 	文字居中	c=1 d=1 t=1089
wen zi qu 	文字區	c=1 d=1 t=1086
wo 	我	c=6 d=1.91721 t=1727
wo bu 	我不	c=0 d=0.0554327 t=1727
wo bu jue de 	我不覺得	c=1 d=0.557106 t=1727
wo bu shi 	我不是	c=1 d=0.501576 t=1727
wo bu tai jue ding 	我不太决定	c=1 d=1.9801e-08 t=1727
wo chang shi 	我嘗試	c=1 d=0.680451 t=1727
wo dao shi 	我倒是	c=1 d=0.496585 t=1727
wo de 	我的	c=1 d=0.489193 t=1727
wo de zi ti shi 	我的字体是	c=1 d=1.9801e-08 t=1727
wo dou bu mai de 	我都不买的	c=1 d=1.9801e-08 t=1727
wo gan jue 	我感覺	c=1 d=1 t=1695
wo hai shi 	我還是	c=1 d=0.985111 t=1727
wo huo xu ke yi bang ni kan kan 	我或许可以帮你看看	c=1 d=1.9801e-08 t=1727
wo jue de 	我覺得	c=1 d=0.709953 t=1727
wo shi 	我是	c=0 d=0.0729789 t=1727
wo shi xiang 	我是想	c=1 d=1 t=1479
wo shi zi fu chuan 	我是字符串	c=1 d=0.733447 t=1727
wo wen dang mei kan dong 	我文档没看懂	c=1 d=1.9801e-08 t=1727
wo xi wang 	我希望	c=0 d=0.0786628 t=1727
wo xi wang shi 	我希望是	c=2 d=1.63846 t=1727
wo xiang 	我想	c=3 d=0.82309 t=1727
wo xiang ba ta 	我想把它	c=1 d=1 t=1152
wo xiang dao 	我想到	c=1 d=0.657047 t=1727
wo xiang rang ta 	我想讓它	c=1 d=0.752014 t=1727
wo xiu hao 	我修好	c=1 d=1.9801e-08 t=1727
wo yi 	我以	c=0 d=0.0557106 t=1727
wo yi hou hui 	我以後回	c=1 d=0.559898 t=1727
wo you bu 	我又不	c=0 d=0.1 t=1492
wo you bu xiang 	我又不想	c=1 d=1 t=1493
wo zhi zhong guo 	我只种过	c=1 d=1.9801e-08 t=1727
wo zhu yi dao yi xie 	我注意到一些	c=1 d=0.585669 t=1727
wo zi ji 	我自己	c=1 d=0.970446 t=1727
wo zuo hao le 	我做好了	c=1 d=1 t=1596
wu 	無	c=1 d=1 t=1727
wu bian wu ji 	無邊無際	c=0 d=0.0637628 t=1727
wu bian wu ji de 	無邊無際的	c=1 d=0.640825 t=1727
wu bian xing 	五邊形	c=2 d=1.88014 t=1727
wu fa 	無法	c=2 d=0.930651 t=1727
wu jiao xing 	五角星	c=1 d=0.985112 t=1727
wu shi 	五十	c=1 d=0.995012 t=1727
wu xiao 	無效	c=5 d=0.972245 t=1727
wu xiao de 	無效的	c=1 d=1 t=1647
wu xing hong qi 	五星紅旗	c=1 d=1 t=1727
wu yang shi 	無样式	c=1 d=1.9801e-08 t=1727
xi tong 	系統	c=1 d=0.45612 t=1727
xi tong wen jian jia 	系统文件夹	c=1 d=1.9801e-08 t=1727
xi wen 	西文	c=1 d=0.193013 t=1727
xi you ji 	西遊記	c=1 d=0.763379 t=1727
xi zang zang zu zi zhi qu 	西藏藏族自治区	c=1 d=1.9801e-08 t=1727
xia de 	嚇得	c=0 d=0.0960789 t=1727
xia de wo 	嚇得我	c=1 d=0.965605 t=1727
xia mian 	下面	c=1 d=0.394554 t=1727
xia zai 	下載	c=2 d=0.365318 t=1727
xian 	先	c=1 d=0.97531 t=1727
xian cong 	先從	c=2 d=0.791796 t=1727
xian de 	顯得	c=1 d=0.697676 t=1727
xian shi 	顯示	c=5 d=2.48883 t=1727
xian shi hang hao 	显示行号	c=1 d=1.9801e-08 t=1727
xian shi ju qu dao hang 	县市局区导航	c=1 d=1.9801e-08 t=1727
xian shi zhong hao xiang 	现实中好像	c=1 d=1.9801e-08 t=1727
xian tu 	線圖	c=1 d=1 t=1598
xian zai 	現在	c=3 d=1.41292 t=1727
xian zai yong gang 	现在用钢	c=1 d=1.9801e-08 t=1727
xian zuo 	先做	c=0 d=0.0548811 t=1727
xian zuo ma 	先做嘛	c=1 d=0.551563 t=1727
xiang 	像	c=3 d=0.70822 t=1727
xiang 	向	c=0 d=0.0298197 t=1727
xiang 	想	c=0 d=0.1 t=1492
xiang 	項	c=4 d=3.91635 t=1613
xiang cang 	像仓	c=1 d=1.9801e-08 t=1727
xiang da di 	向大地	c=1 d=1.9801e-08 t=1727
xiang mu 	項目	c=1 d=0.790571 t=1727
xiang shou 	享受	c=0 d=0.0366044 t=1727
xiang shou jia qi bei 	享受假期唄	c=1 d=0.36788 t=1727
xiang tong gui ge 	相同规格	c=1 d=1.9801e-08 t=1727
xiang xiang 	想想	c=1 d=0.369723 t=1727
xiang ying de 	相應的	c=0 d=0.0384812 t=1727
xiang zi zu jian 	向子組件	c=1 d=0.299692 t=1727
xiang zuo 	想做	c=1 d=0.386741 t=1727
xiao 	小	c=3 d=1.50522 t=1727
xiao 	效	c=0 d=0.1 t=1436
xiao de 	小的	c=1 d=0.380983 t=1727
xiao guo 	效果	c=0 d=0.1 t=1124
xiao guo a 	效果啊	c=1 d=1 t=1125
xiao jian pan 	小鍵盤	c=2 d=0.634448 t=1727
xiao li yu 	小鯉魚	c=1 d=0.941765 t=1727
xiao liang 	銷量	c=3 d=2.89335 t=1690
xiao lv fa 	效率法	c=1 d=1.9801e-08 t=1727
xiao shi 	消失	c=2 d=1.97045 t=1538
xiao yu 	小於	c=0 d=0.0878095 t=1727
xiao yuan 	小圓	c=0 d=0.0467666 t=1727
xiao yuan dian 	小圓點	c=1 d=0.470011 t=1727
xie 	些	c=1 d=0.628135 t=1727
xie 	寫	c=1 d=1 t=1186
xie le 	寫了	c=1 d=0.316637 t=1727
xie shen le 	邪神了	c=1 d=1.9801e-08 t=1727
xie si 	寫死	c=1 d=1 t=1496
xie xie 	謝謝	c=2 d=1.55421 t=1727
xin 	芯	c=1 d=0.965605 t=1727
xin chuang ge 	新窗格	c=1 d=1.9801e-08 t=1727
xin hang 	新行	c=1 d=1.9801e-08 t=1727
xin wen 	新聞	c=0 d=0.1 t=1079
xin wen ju jiao 	新闻聚焦	c=2 d=0.0884781 t=1727
xin xi 	信息	c=4 d=0.728895 t=1727
xin xin 	信心	c=1 d=0.433874 t=1727
xin xiong xia ai 	心胸狹隘	c=0 d=0.0960789 t=1727
xing 	性	c=1 d=0.680451 t=1727
xing 	行	c=0 d=0.0546075 t=1727
xing bie 	性別	c=2 d=1.36774 t=1727
xing cheng 	形成	c=1 d=0.711771 t=1727
xing ming 	姓名	c=1 d=0.951229 t=1727
xing neng 	性能	c=1 d=0.229925 t=1727
xing qi ri 	星期日	c=2 d=1.74312 t=1727
xing qiong 	星穹	c=1 d=1.9801e-08 t=1727
xing qiong tie dao 	星穹铁道	c=1 d=1.9801e-08 t=1727
xing qiu 	星球	c=1 d=0.677056 t=1727
xing qu ai hao 	兴趣愛好	c=1 d=1.9801e-08 t=1727
xing shi 	形式	c=1 d=0.701709 t=1727
xing shi can shu 	形式參數	c=1 d=0.644036 t=1727
xing wen 	行文	c=1 d=1 t=1639
xiu gai 	修改	c=1 d=0.341298 t=1727
xiu zheng 	修正	c=1 d=0.860708 t=1727
xu duo 	許多	c=1 d=0.625002 t=1727
xu ke zheng 	許可證	c=1 d=0.207008 t=1727
xu lie er 	序列二	c=1 d=1.9801e-08 t=1727
xu ni ji 	虛擬機	c=1 d=0.235746 t=1727
xu ni tian wen guan 	虚拟天文馆	c=1 d=1.9801e-08 t=1727
xu shu 	虛數	c=0 d=0.1 t=1169
xu yao 	需要	c=1 d=1 t=1450
xu yao kao lv ma 	需要考虑吗	c=1 d=1.9801e-08 t=1727
xuan lei bie 	选类别	c=1 d=1.9801e-08 t=1727
xuan ran 	渲染	c=1 d=0.339017 t=1727
xuan ran han shu 	渲染函數	c=2 d=0.596758 t=1727
xuan ze 	選擇	c=1 d=0.562705 t=1727
xuan ze qi 	選擇器	c=2 d=0.483917 t=1727
xue fang 	雪紡	c=1 d=1 t=1678
xue ju 	雪居	c=1 d=1.9801e-08 t=1727
xue xi 	學習	c=1 d=0.869358 t=1727
xun fang da dui 	巡防大队	c=2 d=0.045275 t=1727
xun huan ne 	循环呢	c=1 d=1.9801e-08 t=1727
ya hei 	雅黑	c=0 d=0.1 t=1393
yan he zhi beng 	岩壑之崩	c=1 d=1.9801e-08 t=1727
yan zheng ma 	驗證碼	c=1 d=0.96079 t=1727
yang mao shan 	羊毛衫	c=1 d=1 t=1677
yang shi 	樣式	c=2 d=1.9802 t=1461
yang zi 	樣子	c=1 d=0.683861 t=1727
yao 	要	c=1 d=0.697213 t=1727
yao bu yao 	要不要	c=1 d=0.329559 t=1727
yao deng lu le 	要登錄了	c=1 d=0.955997 t=1727
yao kai shi 	要開始	c=1 d=0.444858 t=1727
yao sai nei bu 	要塞内部	c=1 d=1.9801e-08 t=1727
yao xian 	要先	c=0 d=0.0506617 t=1727
yao yi zhe zhong 	要以这种	c=1 d=1.9801e-08 t=1727
yao zai 	要在	c=1 d=0.644036 t=1727
yao zen me zuo a 	要怎麼做啊	c=1 d=1 t=1309
ye 	也	c=3 d=0.694197 t=1727
ye 	野	c=1 d=0.208045 t=1727
ye dou zhao bu dao 	也都找不到	c=1 d=1.9801e-08 t=1727
ye jiu shi shuo 	也就是說	c=0 d=0.0711771 t=1727
ye kai le de 	也开了的	c=1 d=1.9801e-08 t=1727
ye mei she 	也没设	c=1 d=1.9801e-08 t=1727
ye mian 	頁面	c=1 d=1 t=1561
ye shi 	也是	c=2 d=0.341093 t=1727
ye shi na me gao 	也是那麼高	c=1 d=0.308819 t=1727
ye you xie 	也有些	c=1 d=0.683861 t=1727
yi 	一	c=3 d=2.3743 t=1727
yi 	以	c=1 d=1.03239 t=1161
yi 	咦	c=1 d=0.932394 t=1727
yi an se 	一暗色	c=1 d=1.9801e-08 t=1727
yi ban 	一般	c=1 d=0.927743 t=1727
yi ban jiao shen me a 	一般叫什么啊	c=1 d=1.9801e-08 t=1727
yi bei 	一倍	c=2 d=1.99005 t=1385
yi bian 	一遍	c=0 d=0.1 t=1470
yi ding 	一定	c=0 d=0.1 t=1171
yi dong 	移動	c=2 d=1.23041 t=1727
yi dong duan 	移動端	c=1 d=0.543351 t=1727
yi fu dong hua tu xiang 	一幅动画图象	c=1 d=1.9801e-08 t=1727
yi ge 	一個	c=2 d=1.07769 t=1666
yi lai 	依賴	c=1 d=0.400517 t=1727
yi mei 	一昧	c=0 d=0.0882497 t=1727
yi mei de 	一昧的	c=1 d=0.88692 t=1727
yi na ge 	以哪個	c=1 d=1 t=1162
yi nei 	以內	c=0 d=0.0941765 t=1727
yi nei de 	以內的	c=1 d=0.946485 t=1727
yi pian liang pian 	一片两片	c=1 d=1.9801e-08 t=1727
yi ran 	依然	c=1 d=1 t=1445
yi shang miao shu 	以上描述	c=1 d=1.9801e-08 t=1727
yi sheng ming 	已声明	c=1 d=1.9801e-08 t=1727
yi si 	意思	c=1 d=1 t=1566
yi tiao jie yi tiao 	一条接一条	c=1 d=1.9801e-08 t=1727
yi wang ju shou 	遗忘巨兽	c=1 d=1.9801e-08 t=1727
yi xia 	一下	c=1 d=0.995834 t=1455
yi xia 	以下	c=0 d=0.0740372 t=1727
yi xia ba 	一下吧	c=1 d=0.946485 t=1727
yi xia han shu 	以下函數	c=1 d=0.353455 t=1727
yi xia she shi 	以下設施	c=1 d=0.390628 t=1727
yi xie 	一些	c=0 d=0.0582748 t=1727
yi yang de 	一樣的	c=1 d=1 t=1124
yi yuan 	一元	c=0 d=0.0571209 t=1727
yi yuan san ci 	一元三次	c=2 d=1.43049 t=1727
yi zhi 	已知	c=1 d=0.99005 t=1727
yin cang 	隱藏	c=2 d=0.304222 t=1727
yin shan xia 	阴山下	c=1 d=1.9801e-08 t=1727
yin yong 	引用	c=3 d=0.722944 t=1727
ying gai 	應該	c=2 d=0.29671 t=1727
ying hua 	櫻花	c=2 d=0.630906 t=1727
ying she 	映射	c=1 d=0.239216 t=1727
ying wen 	英文	c=2 d=1.10531 t=1727
ying yong 	應用	c=1 d=0.625002 t=1727
ying yong dao hang xi tong 	应用导航系统	c=1 d=1.9801e-08 t=1727
ying yong xi tong 	應用系統	c=1 d=1 t=1398
yong 	用	c=3 d=2.13445 t=1424
yong bu liao 	用不了	c=2 d=0.264477 t=1727
yong hu ming 	用戶名	c=3 d=1.9706 t=1727
you 	優	c=1 d=0.831104 t=1727
you 	又	c=0 d=0.0332871 t=1727
you 	有	c=4 d=0.974894 t=1727
you dian que 	有点缺	c=1 d=1.9801e-08 t=1727
you ge ai ren 	有个矮人	c=1 d=1.9801e-08 t=1727
you hua 	優化	c=3 d=1.97516 t=1727
you ji ge 	有幾個	c=1 d=0.66365 t=1727
you jie tu ma 	有截图吗	c=1 d=1.9801e-08 t=1727
you ke neng 	有可能	c=1 d=1 t=1446
you la 	优菈	c=1 d=1.9801e-08 t=1727
you lou ti 	有楼梯	c=1 d=1.9801e-08 t=1727
you shi 	又是	c=1 d=1 t=1499
you shi fu 	尤师傅	c=1 d=1.9801e-08 t=1727
you shui de 	有水的	c=1 d=1.9801e-08 t=1727
you tiao xian 	有条线	c=1 d=1.9801e-08 t=1727
you wei shen me 	又为什么	c=1 d=1.9801e-08 t=1727
you wu 	有誤	c=1 d=0.923116 t=1727
you xi 	遊戲	c=1 d=0.436253 t=1727
you xi di 	遊戲第	c=1 d=0.744532 t=1727
you xi di tu 	遊戲地圖	c=1 d=0.631283 t=1727
you xie 	有些	c=3 d=1.97317 t=1727
you xiu 	優秀	c=1 d=0.904837 t=1727
you yao 	又要	c=0 d=0.0790571 t=1727
you yao deng lu 	又要登錄	c=1 d=0.794534 t=1727
you yi 	有意	c=0 d=0.0782705 t=1727
you yi de 	有意的	c=1 d=0.786628 t=1727
you yi quan 	又一圈	c=1 d=1.9801e-08 t=1727
you yin xiang 	有印象	c=0 d=0.1 t=1136
you yin xiang ma 	有印象嗎	c=1 d=1 t=1137
you you 	呦呦	c=0 d=0.0239309 t=1727
you you lu ming 	呦呦鹿鳴	c=1 d=0.240508 t=1727
you zhang hao 	有帳號	c=1 d=0.951229 t=1727
yu 	域	c=0 d=0.1 t=1711
yu 	與	c=2 d=1.19506 t=1727
yu 	預	c=0 d=0.1 t=1575
yu bei 	預備	c=0 d=0.099005 t=1727
yu bei ti jiao 	預備提交	c=1 d=0.99005 t=1727
yu bian yi 	預編譯	c=1 d=1 t=1576
yu dao le 	遇到了	c=0 d=0.1 t=1128
yu dao le dian wen ti 	遇到了點問題	c=1 d=1 t=1129
yu jie shi 	預解式	c=1 d=1 t=1205
yu she 	預設	c=1 d=1 t=1280
yu wen 	語文	c=1 d=1 t=1725
yu zhi 	與之	c=0 d=0.0384812 t=1727
yu zhi xiang ying de 	與之相應的	c=1 d=0.386741 t=1727
yuan 	原	c=1 d=0.283654 t=1727
yuan ben 	原本	c=0 d=0.0444858 t=1727
yuan ben de 	原本的	c=1 d=0.447088 t=1727
yuan fang 	元芳	c=1 d=0.918512 t=1727
yuan gong 	員工	c=0 d=0.0771052 t=1727
yuan gong gong zi 	員工工資	c=1 d=0.774916 t=1727
yuan ma 	源碼	c=1 d=1 t=1520
yuan shen 	原神	c=3 d=0.560262 t=1727
yuan su 	元素	c=2 d=0.42213 t=1727
yuan su zhou qi 	元素周期	c=1 d=1.9801e-08 t=1727
yuan xing 	原型	c=1 d=0.852144 t=1727
yuan zu 	元組	c=1 d=1 t=1380
yue 	月	c=3 d=1.47704 t=1727
yue xia feng lai 	月下风来	c=1 d=1.9801e-08 t=1727
yun cheng 	匀称	c=1 d=1.9801e-08 t=1727
yun dong 	運動	c=1 d=0.853578 t=1727
yun dong shi jian 	運動時間	c=1 d=0.790571 t=1727
yun mo se 	云墨色	c=1 d=1.9801e-08 t=1727
yun suan fu 	運算符	c=2 d=0.937067 t=1727
yun xing 	運行	c=0 d=0.1 t=1407
yun zuo gui ze 	运作规则	c=1 d=1.9801e-08 t=1727
zai 	在	c=6 d=1.19607 t=1727
zai gun 	再滚	c=1 d=1.9801e-08 t=1727
zai run 	再閏	c=1 d=0.763379 t=1727
zai wai mao shang 	在外貌上	c=1 d=1.9801e-08 t=1727
zai xian 	在線	c=1 d=0.88692 t=1727
zai zhe 	在這	c=0 d=0.057695 t=1727
zai zhe zhi shang 	在這之上	c=1 d=0.579841 t=1727
zang song 	葬送	c=0 d=0.0273898 t=1727
zang song de 	葬送的	c=2 d=0.551921 t=1727
zao 	早	c=0 d=0.0265803 t=1727
zao jian ta 	造箭塔	c=1 d=1.9801e-08 t=1727
zao yi gei chu 	早已给出	c=1 d=1.9801e-08 t=1727
zao zen me shi xian 	早怎麼實現	c=1 d=0.267135 t=1727
zen me 	怎麼	c=2 d=1.11244 t=1727
zen me ban 	怎麼辦	c=0 d=0.065377 t=1727
zen me ban ne 	怎麼辦呢	c=1 d=0.657047 t=1727
zen me shu chu 	怎麼輸出	c=1 d=0.453845 t=1727
zen me shuo 	怎麼說	c=1 d=0.913931 t=1727
zen me suan 	怎麼算	c=0 d=0.1 t=1140
zen me suan a 	怎麼算啊	c=1 d=1 t=1141
zen me yang le 	怎麼樣了	c=0 d=0.097531 t=1727
zen me zuo 	怎麼做	c=0 d=0.1 t=1308
zen me zuo dao 	怎麼做到	c=1 d=1 t=1122
